#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-18T16:18:34 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-18T16:18:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=II/246&-c=&-c.rs=5&limit=5000&-out=2MASS,RAJ2000,DEJ2000,Kmag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#INFO	ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	creator=Cutri R.M.	    First author or institution
#INFO	cites=bibcode:2003yCat.2246....0C	    Bibcode of the dataset
#INFO	journal=yCat	    Journal name
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/246	    Dataset landing page
#INFO	publication_date=2025-03-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
2MASS	RAJ2000	DEJ2000	Kmag
03033400+0517323 	045.891703	+05.292313	14.832
03032756+0517183 	045.864849	+05.288427	15.759
03032824+0517261 	045.867685	+05.290594	17.043
03033914+0516509 	045.913115	+05.280813	13.329
03033778+0517045 	045.907429	+05.284593	14.906
03033935+0517276 	045.913981	+05.291005	12.445
03035127+0518074 	045.963660	+05.302078	13.622
03034966+0518140 	045.956951	+05.303914	15.214
03034006+0518074 	045.916939	+05.302080	15.745
03034095+0518224 	045.920655	+05.306239	13.803
03034490+0519309 	045.937104	+05.325260	15.425
03034226+0519411 	045.926087	+05.328092	15.994
03032049+0517282 	045.835405	+05.291179	15.108
03032046+0517317 	045.835260	+05.292157	15.086
03032567+0517211 	045.856963	+05.289216	14.903
03032807+0517517 	045.866959	+05.297722	14.340
03032617+0518136 	045.859067	+05.303796	 9.491
03031608+0518331 	045.817002	+05.309212	15.697
03031507+0519039 	045.812829	+05.317750	14.521
03031976+0518298 	045.832362	+05.308296	15.114
03032186+0518548 	045.841091	+05.315246	14.699
03031850+0519423 	045.827087	+05.328443	15.331
03033430+0519294 	045.892948	+05.324846	15.520
03033133+0520074 	045.880565	+05.335392	 6.281
03033283+0520361 	045.886799	+05.343379	14.281
03033388+0520492 	045.891173	+05.347013	13.296
03032749+0520226 	045.864576	+05.339624	14.823
03032644+0521220 	045.860168	+05.356112	15.664
03032605+0521248 	045.858583	+05.356893	15.104
03033193+0521259 	045.883072	+05.357206	15.166
03035070+0518414 	045.961250	+05.311505	15.879
03035492+0520031 	045.978841	+05.334208	15.256
03034631+0519489 	045.942984	+05.330271	15.793
03034871+0520130 	045.952963	+05.336947	14.024
03034820+0521086 	045.950861	+05.352416	15.116
03034653+0521121 	045.943878	+05.353363	14.070
03035255+0520449 	045.968976	+05.345831	15.407
03035370+0521208 	045.973777	+05.355783	14.016
03035096+0521590 	045.962372	+05.366405	13.742
03040685+0521270 	046.028563	+05.357522	16.224
03040727+0522590 	046.030292	+05.383058	15.997
03035919+0522280 	045.996639	+05.374451	14.840
03035539+0522444 	045.980825	+05.379009	12.960
03035463+0522541 	045.977627	+05.381711	15.420
03040329+0524021 	046.013745	+05.400610	15.988
03040074+0523298 	046.003102	+05.391618	15.241
03040207+0523553 	046.008645	+05.398721	10.160
03033937+0522010 	045.914045	+05.366969	15.972
03033799+0521520 	045.908309	+05.364454	16.353
03033737+0522106 	045.905744	+05.369631	14.781
03033425+0522041 	045.892718	+05.367818	15.871
03035357+0523111 	045.973244	+05.386422	13.032
03035315+0523155 	045.971486	+05.387656	15.378
03035706+0524179 	045.987755	+05.404992	15.374
03035631+0524175 	045.984644	+05.404881	12.788
03040055+0525024 	046.002326	+05.417338	15.460
03035847+0525062 	045.993657	+05.418393	15.995
03035968+0525325 	045.998670	+05.425707	16.063
03034637+0525548 	045.943220	+05.431896	12.435
03035398+0525318 	045.974928	+05.425503	15.567
03035217+0525410 	045.967389	+05.428056	14.962
03035555+0525479 	045.981465	+05.429987	15.235
03031396+0519386 	045.808181	+05.327412	15.290
03031713+0520182 	045.821413	+05.338407	15.815
03031140+0520174 	045.797502	+05.338178	14.180
03031482+0521072 	045.811752	+05.352020	15.710
03030427+0521177 	045.767792	+05.354941	15.707
03030639+0521395 	045.776633	+05.360975	15.434
03032143+0521196 	045.839319	+05.355471	15.453
03031801+0521281 	045.825049	+05.357809	15.204
03032405+0522328 	045.850245	+05.375788	16.305
03031822+0524324 	045.825956	+05.409004	16.173
03030223+0522516 	045.759292	+05.381008	13.413
03025577+0522545 	045.732390	+05.381832	14.865
03025236+0523110 	045.718168	+05.386392	15.509
03030226+0523541 	045.759452	+05.398364	14.459
03030113+0524050 	045.754717	+05.401402	15.460
03025593+0524123 	045.733079	+05.403430	15.124
03030153+0524265 	045.756416	+05.407364	15.542
03031590+0525009 	045.816280	+05.416939	14.798
03031687+0525099 	045.820312	+05.419417	15.448
03031508+0525174 	045.812837	+05.421506	15.836
03031318+0525357 	045.804955	+05.426606	13.733
03030541+0524348 	045.772579	+05.409681	14.973
03030770+0525277 	045.782095	+05.424372	13.276
03030435+0525363 	045.768147	+05.426775	15.939
03030975+0525042 	045.790653	+05.417853	14.763
03031058+0525135 	045.794096	+05.420417	15.870
03032927+0523410 	045.871965	+05.394734	15.093
03033052+0524255 	045.877174	+05.407096	15.500
03033013+0524328 	045.875583	+05.409113	14.990
03033379+0524576 	045.890833	+05.416007	15.797
03032437+0525323 	045.851582	+05.425652	17.225
03033196+0525555 	045.883183	+05.432095	10.349
03033981+0525350 	045.915887	+05.426394	14.847
03033755+0526041 	045.906472	+05.434484	14.301
03034219+0526426 	045.925796	+05.445189	15.236
03035173+0527155 	045.965566	+05.454330	13.359
03034750+0527102 	045.947950	+05.452855	 7.412
03034686+0527370 	045.945283	+05.460294	15.919
03033560+0526561 	045.898353	+05.448930	12.691
03033617+0528071 	045.900731	+05.468653	14.572
03034419+0528209 	045.934129	+05.472482	15.796
03034571+0528253 	045.940460	+05.473715	15.663
03031862+0525296 	045.827611	+05.424907	12.563
03031850+0525361 	045.827084	+05.426701	14.954
03031788+0525465 	045.824537	+05.429607	15.301
03032731+0526408 	045.863805	+05.444691	15.883
03031781+0526497 	045.824213	+05.447154	15.958
03031807+0527157 	045.825332	+05.454384	15.591
03031722+0527588 	045.821772	+05.466354	15.985
03031961+0528147 	045.831737	+05.470759	13.467
03031696+0528283 	045.820673	+05.474548	15.356
03033010+0528011 	045.875433	+05.466976	14.364
03033003+0528214 	045.875162	+05.472615	15.106
03032695+0528238 	045.862331	+05.473288	15.641
03033659+0528282 	045.902480	+05.474525	15.344
03033560+0530106 	045.898346	+05.502955	15.067
03033257+0530309 	045.885715	+05.508587	14.168
03033353+0530530 	045.889726	+05.514734	14.750
03033129+0531172 	045.880380	+05.521449	16.072
03041457+0524040 	046.060722	+05.401129	15.366
03041613+0524016 	046.067240	+05.400460	15.336
03041839+0524011 	046.076654	+05.400313	15.800
03041508+0524364 	046.062834	+05.410129	16.367
03040820+0524467 	046.034202	+05.412984	14.143
03041137+0526300 	046.047390	+05.441678	13.567
03042262+0525185 	046.094266	+05.421811	 8.969
03041977+0527528 	046.082403	+05.464683	15.461
03041888+0528146 	046.078686	+05.470733	14.808
03042607+0527511 	046.108643	+05.464216	12.285
03040668+0526077 	046.027847	+05.435486	17.218
03040358+0526088 	046.014936	+05.435796	15.598
03035939+0526032 	045.997461	+05.434226	15.744
03040278+0526309 	046.011593	+05.441921	15.227
03035806+0528127 	045.991923	+05.470218	14.491
03040593+0528051 	046.024744	+05.468097	15.834
03040289+0529230 	046.012079	+05.489749	15.773
03041016+0528357 	046.042368	+05.476603	14.844
03041225+0528562 	046.051063	+05.482281	16.075
03041419+0529143 	046.059153	+05.487329	12.518
03042000+0529190 	046.083358	+05.488630	14.307
03041634+0529173 	046.068122	+05.488149	15.821
03041960+0529505 	046.081684	+05.497369	14.699
03040849+0529385 	046.035405	+05.494050	15.434
03040929+0529571 	046.038737	+05.499206	13.764
03041509+0530254 	046.062900	+05.507082	16.058
03043733+0528055 	046.155560	+05.468213	14.927
03042866+0529578 	046.119447	+05.499390	15.841
03044236+0530063 	046.176523	+05.501756	13.776
03044789+0530428 	046.199553	+05.511913	14.830
03043973+0531228 	046.165552	+05.523011	13.464
03043550+0531323 	046.147951	+05.525657	15.963
03043597+0531458 	046.149912	+05.529407	15.739
03044611+0533080 	046.192138	+05.552249	16.169
03042293+0530240 	046.095562	+05.506692	14.573
03042970+0531210 	046.123770	+05.522515	15.722
03042678+0531099 	046.111586	+05.519444	13.518
03041962+0531219 	046.081788	+05.522753	15.746
03041705+0531053 	046.071055	+05.518152	15.464
03041935+0532219 	046.080641	+05.539433	11.844
03042504+0532034 	046.104364	+05.534284	15.415
03041892+0532576 	046.078852	+05.549344	15.278
03042524+0533186 	046.105178	+05.555179	14.961
03043417+0532483 	046.142378	+05.546765	17.115
03043871+0532431 	046.161316	+05.545322	15.224
03043262+0533596 	046.135937	+05.566567	13.854
03042679+0533577 	046.111662	+05.566030	16.003
03043334+0535383 	046.138940	+05.593978	14.038
03035288+0527502 	045.970348	+05.463955	16.367
03034808+0528233 	045.950363	+05.473166	15.247
03034798+0528337 	045.949917	+05.476047	11.738
03035117+0528379 	045.963232	+05.477205	15.441
03035341+0528439 	045.972544	+05.478880	15.448
03035492+0529243 	045.978850	+05.490111	13.692
03035849+0530025 	045.993725	+05.500721	16.196
03035535+0530093 	045.980653	+05.502595	14.052
03034501+0529578 	045.937545	+05.499401	14.070
03035246+0531319 	045.968594	+05.525550	15.117
03040535+0530060 	046.022309	+05.501694	15.496
03040003+0530058 	046.000151	+05.501634	14.693
03040263+0530469 	046.010972	+05.513030	16.248
03035840+0531514 	045.993344	+05.530957	15.483
03040667+0532594 	046.027806	+05.549844	15.979
03040529+0533214 	046.022050	+05.555952	16.252
03040102+0532337 	046.004263	+05.542721	15.606
03035789+0532483 	045.991249	+05.546768	14.866
03034132+0529467 	045.922180	+05.496333	15.484
03034180+0530167 	045.924205	+05.504653	15.196
03034584+0531256 	045.941037	+05.523801	15.150
03034656+0532363 	045.944024	+05.543435	11.960
03033998+0531445 	045.916624	+05.529049	15.785
03033788+0531500 	045.907861	+05.530559	15.141
03034071+0532038 	045.919628	+05.534400	14.918
03034107+0532393 	045.921140	+05.544277	13.400
03034441+0532230 	045.935083	+05.539740	15.013
03035127+0532316 	045.963640	+05.542116	14.275
03035598+0533035 	045.983264	+05.550992	15.631
03035900+0533518 	045.995866	+05.564415	15.028
03035955+0533578 	045.998154	+05.566071	15.671
03035801+0534243 	045.991709	+05.573440	15.765
03034824+0534117 	045.951027	+05.569941	15.264
03034835+0534459 	045.951496	+05.579424	16.160
03035238+0534271 	045.968275	+05.574200	12.917
03035251+0534588 	045.968797	+05.583011	15.220
03035391+0535488 	045.974638	+05.596897	12.434
03035021+0535439 	045.959246	+05.595550	15.800
03041197+0532075 	046.049879	+05.535423	14.222
03040962+0532334 	046.040111	+05.542631	15.835
03040924+0532511 	046.038532	+05.547532	 8.417
03041919+0533321 	046.079994	+05.558933	15.561
03041951+0533326 	046.081320	+05.559063	14.789
03041518+0534017 	046.063274	+05.567146	13.196
03040357+0533572 	046.014877	+05.565899	15.019
03040769+0534395 	046.032057	+05.577661	11.393
03040788+0534595 	046.032861	+05.583220	13.871
03041649+0534500 	046.068716	+05.580574	13.390
03042240+0534248 	046.093374	+05.573558	15.805
03042613+0534374 	046.108903	+05.577071	14.997
03042139+0535294 	046.089152	+05.591503	15.302
03042327+0535510 	046.096964	+05.597519	13.203
03041776+0535353 	046.074016	+05.593141	15.551
03041813+0536500 	046.075555	+05.613916	14.703
03040298+0534255 	046.012457	+05.573757	14.066
03035925+0535182 	045.996895	+05.588393	16.183
03040815+0535140 	046.033991	+05.587231	15.983
03041135+0536094 	046.047306	+05.602634	14.894
03040286+0536188 	046.011957	+05.605243	15.407
03040868+0536477 	046.036175	+05.613258	16.241
03040666+0537063 	046.027756	+05.618425	16.923
03035738+0535182 	045.989097	+05.588409	12.058
03040135+0536098 	046.005652	+05.602727	14.774
03035524+0535538 	045.980178	+05.598305	13.176
03035456+0536081 	045.977373	+05.602262	15.621
03040479+0536445 	046.019978	+05.612369	13.538
03035995+0537129 	045.999831	+05.620265	14.727
03040265+0537472 	046.011059	+05.629791	15.869
03041453+0537187 	046.060552	+05.621862	15.689
03041907+0538526 	046.079482	+05.647949	15.603
03041787+0539094 	046.074478	+05.652621	15.978
03040586+0538323 	046.024458	+05.642319	14.546
03041570+0539493 	046.065448	+05.663707	14.383
03041642+0540024 	046.068440	+05.667354	14.591
03041319+0540294 	046.054974	+05.674854	15.663
03053319+0523543 	046.388316	+05.398418	16.186
03054289+0524455 	046.428719	+05.412657	14.406
03054642+0524598 	046.443433	+05.416618	15.946
03054501+0525340 	046.437556	+05.426116	12.900
03053243+0524311 	046.385133	+05.408652	15.368
03053459+0526013 	046.394146	+05.433701	14.510
03053849+0526388 	046.410395	+05.444115	13.482
03054853+0526081 	046.452224	+05.435599	11.645
03054133+0527147 	046.422236	+05.454102	15.140
03054292+0527495 	046.428860	+05.463776	14.152
03055213+0528360 	046.467228	+05.476678	15.743
03054703+0528153 	046.445969	+05.470937	15.661
03054916+0528520 	046.454865	+05.481129	15.518
03054822+0529166 	046.450934	+05.487952	14.152
03052591+0525490 	046.357986	+05.430284	13.144
03052539+0525583 	046.355793	+05.432870	11.905
03053335+0527236 	046.388986	+05.456565	14.090
03052980+0527098 	046.374205	+05.452733	15.363
03052982+0527463 	046.374264	+05.462886	 9.823
03052076+0527044 	046.336507	+05.451234	14.545
03053443+0528164 	046.393469	+05.471228	14.736
03054427+0530185 	046.434470	+05.505158	15.848
03054177+0530206 	046.424078	+05.505724	15.140
03053187+0529072 	046.382805	+05.485355	15.737
03052942+0529402 	046.372587	+05.494500	13.259
03053663+0529458 	046.402653	+05.496066	14.837
03053756+0530186 	046.406528	+05.505193	15.523
03055513+0528379 	046.479710	+05.477213	15.482
03060006+0528510 	046.500280	+05.480846	13.006
03055780+0528543 	046.490860	+05.481759	15.366
03055698+0529090 	046.487418	+05.485836	15.151
03060683+0529176 	046.528466	+05.488224	15.274
03060421+0529440 	046.517577	+05.495556	15.752
03055510+0529024 	046.479611	+05.484027	15.337
03055783+0529220 	046.490989	+05.489447	15.724
03055441+0529525 	046.476731	+05.497927	13.615
03060769+0530166 	046.532059	+05.504619	13.878
03061200+0530381 	046.550029	+05.510599	15.741
03061477+0530451 	046.561560	+05.512553	14.712
03061499+0531432 	046.562486	+05.528675	15.738
03061258+0532253 	046.552436	+05.540374	13.476
03060116+0531316 	046.504861	+05.525468	13.628
03060438+0531532 	046.518276	+05.531445	14.376
03060410+0532205 	046.517100	+05.539048	10.484
03055430+0531330 	046.476288	+05.525840	15.292
03055034+0531237 	046.459761	+05.523250	14.895
03054440+0532171 	046.435024	+05.538089	15.129
03055167+0533025 	046.465301	+05.550709	15.356
03054437+0533033 	046.434906	+05.550944	13.052
03054800+0533406 	046.450035	+05.561288	15.163
03055913+0533280 	046.496409	+05.557787	15.544
03060555+0533160 	046.523137	+05.554454	15.901
03060147+0534231 	046.506125	+05.573091	11.790
03055615+0535153 	046.483976	+05.587603	15.739
03051517+0528337 	046.313217	+05.476055	14.862
03052134+0528544 	046.338936	+05.481779	16.342
03051562+0529533 	046.315084	+05.498144	16.101
03052566+0530121 	046.356935	+05.503365	14.127
03052796+0530234 	046.366530	+05.506506	15.653
03052311+0530289 	046.346325	+05.508029	15.535
03053377+0532174 	046.390734	+05.538184	17.196
03053247+0532379 	046.385303	+05.543865	14.686
03052148+0532489 	046.339531	+05.546923	15.926
03052592+0533147 	046.358026	+05.554103	14.665
03051489+0531361 	046.312067	+05.526713	13.268
03051246+0531308 	046.301951	+05.525232	14.246
03050609+0532268 	046.275389	+05.540792	15.221
03050362+0533117 	046.265096	+05.553267	15.334
03051747+0532329 	046.322823	+05.542478	12.532
03052274+0533216 	046.344761	+05.556021	14.269
03052018+0533410 	046.334084	+05.561398	11.996
03052081+0534014 	046.336724	+05.567056	15.608
03052061+0534525 	046.335887	+05.581258	15.444
03051230+0534082 	046.301261	+05.568966	15.941
03051755+0534447 	046.323147	+05.579085	12.787
03051762+0535009 	046.323440	+05.583586	15.513
03053601+0534024 	046.400053	+05.567342	13.263
03054195+0534592 	046.424797	+05.583132	15.792
03055231+0535143 	046.467981	+05.587326	14.958
03054975+0535174 	046.457303	+05.588173	13.781
03055604+0536167 	046.483535	+05.604647	12.173
03055102+0536202 	046.462618	+05.605638	13.376
03055187+0536315 	046.466146	+05.608756	11.232
03055490+0536363 	046.478767	+05.610105	15.499
03054270+0535196 	046.427927	+05.588804	15.501
03054883+0537272 	046.453492	+05.624224	13.086
03052374+0535094 	046.348955	+05.585954	13.269
03053200+0537108 	046.383371	+05.619674	15.795
03052039+0535290 	046.334967	+05.591397	15.154
03051770+0536100 	046.323781	+05.602786	14.340
03052246+0536368 	046.343594	+05.610235	12.629
03052134+0536522 	046.338942	+05.614522	12.095
03052682+0538000 	046.361777	+05.633348	15.425
03054482+0538140 	046.436764	+05.637227	13.995
03054691+0538414 	046.445491	+05.644848	13.070
03054231+0539194 	046.426331	+05.655415	15.756
03052980+0537562 	046.374181	+05.632283	14.485
03053243+0539248 	046.385145	+05.656915	14.935
03054052+0540015 	046.418844	+05.667100	15.508
03062053+0533356 	046.585575	+05.559908	14.749
03062572+0534285 	046.607203	+05.574597	15.528
03061202+0533450 	046.550093	+05.562504	12.672
03061254+0533481 	046.552287	+05.563368	12.293
03061337+0534532 	046.555741	+05.581452	15.213
03063197+0535115 	046.633213	+05.586535	15.052
03062677+0535282 	046.611549	+05.591189	13.126
03063592+0535522 	046.649671	+05.597858	14.305
03062261+0535526 	046.594241	+05.597948	16.042
03062378+0536292 	046.599119	+05.608123	16.374
03062524+0536397 	046.605189	+05.611052	15.306
03063158+0537042 	046.631612	+05.617855	10.645
03063287+0537118 	046.636996	+05.619955	14.481
03063214+0537239 	046.633953	+05.623316	13.944
03063332+0537300 	046.638860	+05.625025	 5.638
03061027+0534397 	046.542794	+05.577695	16.388
03061026+0535281 	046.542756	+05.591151	14.901
03060729+0535403 	046.530400	+05.594530	13.780
03060433+0535183 	046.518054	+05.588431	13.899
03060331+0535471 	046.513808	+05.596433	15.464
03060467+0536391 	046.519461	+05.610862	15.600
03060371+0536505 	046.515461	+05.614028	15.796
03060586+0537316 	046.524421	+05.625454	13.900
03061953+0536329 	046.581414	+05.609152	15.552
03062063+0538587 	046.585992	+05.649655	15.104
03064119+0536460 	046.671626	+05.612784	15.765
03064146+0537238 	046.672787	+05.623278	15.110
03064236+0538447 	046.676508	+05.645756	15.147
03063632+0538238 	046.651344	+05.639947	13.652
03063452+0538337 	046.643836	+05.642703	14.509
03063634+0539042 	046.651442	+05.651192	14.290
03063842+0539062 	046.660123	+05.651731	15.206
03064457+0539211 	046.685736	+05.655884	15.102
03064142+0540169 	046.672597	+05.671384	13.183
03065019+0539000 	046.709150	+05.650017	 7.166
03065114+0539511 	046.713100	+05.664207	15.418
03065865+0540386 	046.744375	+05.677389	14.138
03065015+0540328 	046.708984	+05.675799	15.275
03065004+0541459 	046.708538	+05.696105	14.740
03065115+0542019 	046.713142	+05.700529	14.220
03063219+0538594 	046.634164	+05.649835	14.122
03063375+0539218 	046.640634	+05.656066	11.900
03062661+0539372 	046.610875	+05.660355	13.866
03063519+0540290 	046.646651	+05.674744	14.657
03063608+0541150 	046.650366	+05.687511	14.536
03063059+0542448 	046.627487	+05.712449	13.651
03064052+0541157 	046.668862	+05.687703	13.834
03064330+0541297 	046.680458	+05.691600	16.755
03064406+0541327 	046.683607	+05.692428	14.980
03063917+0541534 	046.663248	+05.698189	16.093
03064786+0543051 	046.699455	+05.718097	13.551
03063617+0543314 	046.650735	+05.725411	13.537
03064137+0543233 	046.672376	+05.723150	13.296
03064416+0544184 	046.684029	+05.738467	15.855
03063602+0544052 	046.650115	+05.734800	13.771
03060161+0537593 	046.506711	+05.633163	15.439
03060193+0539013 	046.508042	+05.650380	15.719
03055471+0537435 	046.477959	+05.628757	15.322
03055490+0538397 	046.478769	+05.644382	14.563
03055538+0538440 	046.480789	+05.645571	15.359
03055502+0538497 	046.479257	+05.647146	14.970
03054978+0538148 	046.457431	+05.637462	13.355
03055797+0539014 	046.491563	+05.650397	15.058
03060085+0539331 	046.503550	+05.659210	13.434
03060025+0540149 	046.501056	+05.670832	15.270
03055642+0540053 	046.485109	+05.668158	13.548
03061040+0539418 	046.543373	+05.661637	15.460
03060577+0539463 	046.524057	+05.662876	15.558
03061054+0539594 	046.543956	+05.666509	15.359
03060737+0540013 	046.530734	+05.667052	12.295
03060722+0540031 	046.530086	+05.667532	12.351
03061361+0540003 	046.556718	+05.666758	13.153
03061308+0540126 	046.554513	+05.670180	15.780
03061444+0540590 	046.560176	+05.683066	14.726
03055931+0540423 	046.497155	+05.678434	12.114
